Show ID,Title,My Score,MAL Score,Score Diff,MAL Count,Coefficient,Weighted Score Diff,Under or Over,Status,Studio,Season,Year,Source,Director,Eps Count,Date Finished,Cry Status,Review Summary,Thematic Takeaway,Character Comments,Story Comments,Setting Comments,Animation Comments,Music Comments,Extra Content,Miscellaneous Comments,,,
201,Sword of the Stranger,8,8.29,-0.29,"145,866",6.72%,-0.36,Normal,Completed,Bones,Summer,2007,Original,Masahiro Andou,1,03/01/2022,No,Samurai vs Ming Dynasty,A brave man follows his ideals despite the cost of disobeying his superiors,"The MC had enough of a backstory and present self to make for an interesting arc. Every other char was pretty shallow, but they helped to highlight the theme well","A little unclear at times, but overall, a solid multi perspective story. I liked how it didn't spare much time to irrelevant chars too","The elixir stuff needed a bit more explaining, but the actual time period stuff was refreshing","Beautiful fights. Sadly, I had to suffer through low pixel rates",Class Japanese old timey samurai jams,,"The overarching theme is what made this movie a success. It had slight effects on each char, which is what brought it all together into something cohesive. I also liked how nobody was spared from the absolute massacre of chars in the climax. Also, I'm glad they didn't try and milk tears out of the audience bc no char or relationship was particularly convincing. In the end, the redemption of the MC, good theme, and awesome fights is what made this movie good",,,
186,School-Live!,8,7.62,0.38,"183,872",8.48%,0.30,Normal,Completed,Lerche,Summer,2015,Manga,Masaomi Andou,12,28/12/2021,Rolling Tears,"Moe zombies, but it's still an apocalypse",*in Themes 7,"Hit or miss. They weren't very deep, but Yuki's delusions hung over the show, creating good char tension. They played the roles their personality gave them well","The moe comedy was a bit too much, especially for the first half. When it got serious, the contrast was worth it tho. It managed to work somehow",Loved the school setting and the graduation. The zombies were inconsistent in their attacking tho,Gross CGI zombies and meh art on everything else,Nothing here,,"The over-reliance on moe stuff and flashbacks made it hard to enjoy the show in the first half. However, the show got me crying bc of how they set up the zombies as partially conscious. However, the constant deus ex machina with the convienent zombie patterns and the emergency shelter's vaccine made it tough to enjoy. Also, the chars weren't fleshed out enough to enjoy everything. By the end tho, the show hit all the correct emotional beats by turning serious when it needed. Dog was stupid too",,,
41,Samurai Champloo,8,8.50,-0.50,"485,208",22.36%,-0.72,Normal,Completed,Manglobe,Spring,2004,Original,Shinichiro Watanabe,26,10/09/2020,No,Hip until the ending,,,,,,,,,,,
194,Rokka: Braves of the Six Flowers,8,7.31,0.69,"285,907",13.18%,0.56,Normal,Completed,Passione,Summer,2015,Light Novel,Takeo Takahashi,12,28/12/2021,No,Aztec Murder Mystery,*in Themes 7,"At first, I wasn't a fan; however, as the show went on, I began to appreciate each char a bit more except for a few. Arcs were enough to leave me satisfied too","Although it seemed generic and uninteresting at first, combined with an author-insert MC, it picked up and became a blood-rushing thriller","Not very fleshed out. Needs some work, especially in the magic system department","CGI monsters looks bad, but otherwise, it was still generic looking",None of note,,"This show was hurt by a weak beginning. Chars seemed particularly annoying, and there wasn't a sign that the conflict would have much nuance. However, by the end, the chars had grown on me and the plot seemed to point in an interesting direction. The murder mystery was a great point for char development, getting the plot rolling in terms of bigger picture conflicts, and shifting the tone of the show. No longer your generic adventure in non-Europe. I need to see more to be truly impressed tho",,,
176,Rascal Doesn’t Dream of Bunny Girl Senpai,8,8.40,-0.40,"825,362",38.04%,-0.78,Normal,Completed,CloverWorks,Fall,2018,Light Novel,Souichi Masui,14,14/12/2021,Tingly Nose,"Inconsistent, but harmwarming",*in Themes 6,"Shoko and Mai's sister were pretty lame, which made for a weak ending, but every other char was really strong. The relationship got pretty stale tho by the end","The foreshadowing helped events naturally flow into each other. Although Shoko's arc was overly complicated, the others were all pretty good",Not a whole lot of personality,Pretty mediocre. There wasn't a whole lot to inspire. Felt like Haruhi,Op was alright,,"The relationship got stale, some of the chars they focused on were pretty weak, and it failed to establish strong emotional moments that truly had me feeling for the chars. For example, the sister's change back didn't get any attention before everything was ""normal"" again. It felt contrived in some places and elongated in others. It's really well-written for the most part tho despite getting formulaic real quick. It didn't help that the ending of the show was so convoluted that it was hard to tell when it would stop. ",,,
81,Punch Line,8,6.98,1.02,"77,011",3.55%,0.98,Normal,Completed,MAPPA,Spring,2015,Original,Yutaka Uemura,12,16/01/2021,No,Panties and off the walls fun,A world where those we care about the most aren't present isn't worth living in,"The beginning didn't do a great job of fleshing out the characters. Near the middle, their motivations and interactions with the plot were much better",Fantastic. The intricate weaving together of plot points made for an interesting telling of a time travel story,"The place they lived definitely had personality, and it made for a warming place in the midst of Tokyo",Flat in some places while epic in others,Nothing memorable,,"This show falls short in it's setup of the characters and weak ending. The characters aren't developed quite enough for emotional moments to hit when they occur during the middle. In turn, while the four girls' relationship had promise, the inability to set it up made it hard to feel attached. Also, the sacrifice seemed unneeded. Either there needed to be more setup between Pine and Gura before Pine sacrifices himself, or Gura should have died to atone for his sins. Otherwise, it was thrill ride",,,
16,Psycho-Pass,8,8.37,-0.37,"612,416",28.23%,-0.65,Normal,On-Hold,Production I.G,Fall,2012,Original,Katsuyuki Motohiro,33,01/01/2015,No,Needs a rewatch,,,,,,,season 2,,,,
13,No Game No Life,8,8.17,-0.17,"1,192,140",54.95%,-0.72,Normal,In Progress,Madhouse,Spring,2014,Light Novel,Atsuko Ishizuka,12,09/07/2020,No,Fun and games with a twist,,,,,,,movie,,,,
47,My Teen Romantic Comedy Snafu,8,8.19,-0.19,"629,143",29.00%,-0.48,Normal,Completed,feel.,Spring,2013,Light Novel,Kei Oikawa,38,18/10/2020,Welled Up,The most intense sexual tension,*in Themes 1,,,,,,,,,,
77,Mekakucity Actors,8,7.06,0.94,"175,323",8.08%,0.86,Normal,Completed,Shaft,Spring,2014,Music,Akiyuki Shinbou,12,30/10/2020,No,An acid trip,*in Themes 1,,,,,,,,,,
8,Magi,8,8.05,-0.05,"432,536",19.94%,-0.25,Normal,On-Hold,A-1 Pictures,Fall,2012,Manga,Koji Masunari,25,01/01/2015,No,Too late to pick up again,,,,,,,season 2 - dropped,,,,
191,Lucky Star,8,7.74,0.26,"268,229",12.36%,0.14,Normal,Completed,Kyoto Animation,Spring,2007,4-koma Manga,Yutaka Yamamoto,24,11/01/2022,Tingly Nose,"Ordinary lives, but for real",None,"The addition of extra chars was a much-needed relief in the end. Some chars bits were a bit overdone, but overall, it was kept pretty fresh. No one pissed me off","Tough to understand some of the bits bc I'm not Japanese, but that's fine. Comedy reliant on relatability, so it didn't always hit",Nothing special done,The dance is pretty dope,Op is classic,,"The eps can drag pretty hard, especially in the beginning. Lucky Channel got tiresome until the last handful of eps. The show was at its best when it had cleverly written bits that were surpisingly real-life accurate, but it could be pretty hit or miss. At the very least, the chars were not always defined by only one quirk, so they didn't lack originality. Wish they were added earlier tho. Some bits seemed over done or repeated too many times. Succeeded in being a good parody and doing what it sought to do",,,
4,Log Horizon,8,7.84,0.16,"465,595",21.46%,-0.06,Normal,In Progress,Satelight,Fall,2013,Light Novel,Shinji Ishihira,50,01/01/2015,No,My favorite OG,,,,,,,season 3 - 2021,,,,
120,K,8,7.55,0.45,"317,752",14.65%,0.31,Normal,In Progress,GoHands,Fall,2012,Original,Shingo Suzuki,27,15/06/2021,No,"Top-notch production, avg everything else",*in Themes 4,"Insanely hit or miss. Way too many for any development to actually be meaningful. However, char arcs were subtlely done, so props are given","Fun & unique. Not a story I've seen before, but the info dumps were painfully irritating. There were some dumb plot contrivences","Aided by the gorgeous animation to make every setting memerable, mainly the bar and the school",I take it back. This is the best animation I've ever seen,OST was pure nuttage,7 stories prequel movies on VRV,"In trying to do too much, this show fell flat in meeting its char arcs in satisfying ways. Some were flat, others felt dropped, some didn't get enough or any attention. The lack of focus on the main trio ruined the thematic potential of the show bc I had hardly seen them. However, the subtely of char development was present, and the production value was so off the charts good that I have to give the show credit. If I could turn my brain off, this show would be much better, but it took itself too seriously to merit that",,,
170,Interviews with Monster Girls,8,7.60,0.40,"173,654",8.00%,0.32,Normal,Completed,A-1 Pictures,Winter,2017,Manga,Ryou Andou,12,14/01/2021,No,Monsters and wholesome moments,*in Themes 1,The five primary characters are all enjoyable to spend time with. Everyone else provides very little and take screentime from the real stars,"At times, it got really boring while others were captivatingly wholesome and fun. It mostly revolved around which characters were on-screen",The idea of a world where demi-humans seemed developed enough for a show of this nature,Nothing standout,Nothing to go on about,,"This show signs when Sensei is on screen. When by themselves, the girls seemingly lack the fun that other shows' casts are able to achieve. Sensei's appearances that make the show work. Sakki is also a fun addition, and I enjoyed her alone time. On the other hand, the show flopped when Sensei wasn't on-screen. The other students are bores and kinda cringe. Overall, the girls had solid enough depth to make the show enjoyable in certain parts. Themes did help this show from complete boredom",,,
